AnimalID,Age,Sex,GenoType,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,BLANK TOUCH LATENCY _1,CORRECT CENTRE TOUCH LATENCY _1,CORRECT REWARD COLLECTION _1,CORRECT TOUCH LATENCY _1,END SUMMARY - BLANK TOUCHES _1,END SUMMARY - CENTRE ITI TOUCHES _1,END SUMMARY - CONDITION _1,END SUMMARY - CORRECTS _1,END SUMMARY - LEFT ITI TOUCHES _1,END SUMMARY - OMISSIONS - OMISSION _1,END SUMMARY - RIGHT ITI TOUCHES _1,REWARD IR BREAKS - REWARD BEAM CNT _1,SCREEN IR BREAKS - SCREEN IR CNT _1,TRAY ENTERED - CNT _1,TRIAL ANALYSIS - CONDITION _1,TRIAL ANALYSIS - CORRECT _1,TRIAL ANALYSIS - OMISSIONS - OMISSION _1,TRIAL ANALYSIS - TIME _1,BLANK TOUCH LATENCY _2,BLANK TOUCH LATENCY _3,BLANK TOUCH LATENCY _4,BLANK TOUCH LATENCY _5,BLANK TOUCH LATENCY _6,BLANK TOUCH LATENCY _7,BLANK TOUCH LATENCY _8,BLANK TOUCH LATENCY _9,BLANK TOUCH LATENCY _10,BLANK TOUCH LATENCY _11,BLANK TOUCH LATENCY _12,BLANK TOUCH LATENCY _13,BLANK TOUCH LATENCY _14,BLANK TOUCH LATENCY _15,BLANK TOUCH LATENCY _16,CORRECT CENTRE TOUCH LATENCY _2,CORRECT CENTRE TOUCH LATENCY _3,CORRECT CENTRE TOUCH LATENCY _4,CORRECT CENTRE TOUCH LATENCY _5,CORRECT CENTRE TOUCH LATENCY _6,CORRECT CENTRE TOUCH LATENCY _7,CORRECT CENTRE TOUCH LATENCY _8,CORRECT CENTRE TOUCH LATENCY _9,CORRECT CENTRE TOUCH LATENCY _10,CORRECT CENTRE TOUCH LATENCY _11,CORRECT CENTRE TOUCH LATENCY _12,CORRECT CENTRE TOUCH LATENCY _13,CORRECT CENTRE TOUCH LATENCY _14,CORRECT CENTRE TOUCH LATENCY _15,CORRECT CENTRE TOUCH LATENCY _16,CORRECT CENTRE TOUCH LATENCY _17,CORRECT CENTRE TOUCH LATENCY _18,CORRECT CENTRE TOUCH LATENCY _19,CORRECT CENTRE TOUCH LATENCY _20,CORRECT CENTRE TOUCH LATENCY _21,CORRECT CENTRE TOUCH LATENCY _22,CORRECT CENTRE TOUCH LATENCY _23,CORRECT CENTRE TOUCH LATENCY _24,CORRECT CENTRE TOUCH LATENCY _25,CORRECT CENTRE TOUCH LATENCY _26,CORRECT CENTRE TOUCH LATENCY _27,CORRECT CENTRE TOUCH LATENCY _28,CORRECT CENTRE TOUCH LATENCY _29,CORRECT CENTRE TOUCH LATENCY _30,CORRECT REWARD COLLECTION _2,CORRECT REWARD COLLECTION _3,CORRECT REWARD COLLECTION _4,CORRECT REWARD COLLECTION _5,CORRECT REWARD COLLECTION _6,CORRECT REWARD COLLECTION _7,CORRECT REWARD COLLECTION _8,CORRECT REWARD COLLECTION _9,CORRECT REWARD COLLECTION _10,CORRECT REWARD COLLECTION _11,CORRECT REWARD COLLECTION _12,CORRECT REWARD COLLECTION _13,CORRECT REWARD COLLECTION _14,CORRECT REWARD COLLECTION _15,CORRECT REWARD COLLECTION _16,CORRECT REWARD COLLECTION _17,CORRECT REWARD COLLECTION _18,CORRECT REWARD COLLECTION _19,CORRECT REWARD COLLECTION _20,CORRECT REWARD COLLECTION _21,CORRECT REWARD COLLECTION _22,CORRECT REWARD COLLECTION _23,CORRECT REWARD COLLECTION _24,CORRECT REWARD COLLECTION _25,CORRECT REWARD COLLECTION _26,CORRECT REWARD COLLECTION _27,CORRECT REWARD COLLECTION _28,CORRECT REWARD COLLECTION _29,CORRECT REWARD COLLECTION _30,CORRECT TOUCH LATENCY _2,CORRECT TOUCH LATENCY _3,CORRECT TOUCH LATENCY _4,CORRECT TOUCH LATENCY _5,CORRECT TOUCH LATENCY _6,CORRECT TOUCH LATENCY _7,CORRECT TOUCH LATENCY _8,CORRECT TOUCH LATENCY _9,CORRECT TOUCH LATENCY _10,CORRECT TOUCH LATENCY _11,CORRECT TOUCH LATENCY _12,CORRECT TOUCH LATENCY _13,CORRECT TOUCH LATENCY _14,CORRECT TOUCH LATENCY _15,CORRECT TOUCH LATENCY _16,CORRECT TOUCH LATENCY _17,CORRECT TOUCH LATENCY _18,CORRECT TOUCH LATENCY _19,CORRECT TOUCH LATENCY _20,CORRECT TOUCH LATENCY _21,CORRECT TOUCH LATENCY _22,CORRECT TOUCH LATENCY _23,CORRECT TOUCH LATENCY _24,CORRECT TOUCH LATENCY _25,CORRECT TOUCH LATENCY _26,CORRECT TOUCH LATENCY _27,CORRECT TOUCH LATENCY _28,CORRECT TOUCH LATENCY _29,CORRECT TOUCH LATENCY _30,TRIAL ANALYSIS - CONDITION _2,TRIAL ANALYSIS - CONDITION _3,TRIAL ANALYSIS - CONDITION _4,TRIAL ANALYSIS - CONDITION _5,TRIAL ANALYSIS - CONDITION _6,TRIAL ANALYSIS - CONDITION _7,TRIAL ANALYSIS - CONDITION _8,TRIAL ANALYSIS - CONDITION _9,TRIAL ANALYSIS - CONDITION _10,TRIAL ANALYSIS - CONDITION _11,TRIAL ANALYSIS - CONDITION _12,TRIAL ANALYSIS - CONDITION _13,TRIAL ANALYSIS - CONDITION _14,TRIAL ANALYSIS - CONDITION _15,TRIAL ANALYSIS - CONDITION _16,TRIAL ANALYSIS - CONDITION _17,TRIAL ANALYSIS - CONDITION _18,TRIAL ANALYSIS - CONDITION _19,TRIAL ANALYSIS - CONDITION _20,TRIAL ANALYSIS - CONDITION _21,TRIAL ANALYSIS - CONDITION _22,TRIAL ANALYSIS - CONDITION _23,TRIAL ANALYSIS - CONDITION _24,TRIAL ANALYSIS - CONDITION _25,TRIAL ANALYSIS - CONDITION _26,TRIAL ANALYSIS - CONDITION _27,TRIAL ANALYSIS - CONDITION _28,TRIAL ANALYSIS - CONDITION _29,TRIAL ANALYSIS - CONDITION _30,TRIAL ANALYSIS - CORRECT _2,TRIAL ANALYSIS - CORRECT _3,TRIAL ANALYSIS - CORRECT _4,TRIAL ANALYSIS - CORRECT _5,TRIAL ANALYSIS - CORRECT _6,TRIAL ANALYSIS - CORRECT _7,TRIAL ANALYSIS - CORRECT _8,TRIAL ANALYSIS - CORRECT _9,TRIAL ANALYSIS - CORRECT _10,TRIAL ANALYSIS - CORRECT _11,TRIAL ANALYSIS - CORRECT _12,TRIAL ANALYSIS - CORRECT _13,TRIAL ANALYSIS - CORRECT _14,TRIAL ANALYSIS - CORRECT _15,TRIAL ANALYSIS - CORRECT _16,TRIAL ANALYSIS - CORRECT _17,TRIAL ANALYSIS - CORRECT _18,TRIAL ANALYSIS - CORRECT _19,TRIAL ANALYSIS - CORRECT _20,TRIAL ANALYSIS - CORRECT _21,TRIAL ANALYSIS - CORRECT _22,TRIAL ANALYSIS - CORRECT _23,TRIAL ANALYSIS - CORRECT _24,TRIAL ANALYSIS - CORRECT _25,TRIAL ANALYSIS - CORRECT _26,TRIAL ANALYSIS - CORRECT _27,TRIAL ANALYSIS - CORRECT _28,TRIAL ANALYSIS - CORRECT _29,TRIAL ANALYSIS - CORRECT _30,TRIAL ANALYSIS - OMISSIONS - OMISSION _2,TRIAL ANALYSIS - OMISSIONS - OMISSION _3,TRIAL ANALYSIS - OMISSIONS - OMISSION _4,TRIAL ANALYSIS - OMISSIONS - OMISSION _5,TRIAL ANALYSIS - OMISSIONS - OMISSION _6,TRIAL ANALYSIS - OMISSIONS - OMISSION _7,TRIAL ANALYSIS - OMISSIONS - OMISSION _8,TRIAL ANALYSIS - OMISSIONS - OMISSION _9,TRIAL ANALYSIS - OMISSIONS - OMISSION _10,TRIAL ANALYSIS - OMISSIONS - OMISSION _11,TRIAL ANALYSIS - OMISSIONS - OMISSION _12,TRIAL ANALYSIS - OMISSIONS - OMISSION _13,TRIAL ANALYSIS - OMISSIONS - OMISSION _14,TRIAL ANALYSIS - OMISSIONS - OMISSION _15,TRIAL ANALYSIS - OMISSIONS - OMISSION _16,TRIAL ANALYSIS - OMISSIONS - OMISSION _17,TRIAL ANALYSIS - OMISSIONS - OMISSION _18,TRIAL ANALYSIS - OMISSIONS - OMISSION _19,TRIAL ANALYSIS - OMISSIONS - OMISSION _20,TRIAL ANALYSIS - OMISSIONS - OMISSION _21,TRIAL ANALYSIS - OMISSIONS - OMISSION _22,TRIAL ANALYSIS - OMISSIONS - OMISSION _23,TRIAL ANALYSIS - OMISSIONS - OMISSION _24,TRIAL ANALYSIS - OMISSIONS - OMISSION _25,TRIAL ANALYSIS - OMISSIONS - OMISSION _26,TRIAL ANALYSIS - OMISSIONS - OMISSION _27,TRIAL ANALYSIS - OMISSIONS - OMISSION _28,TRIAL ANALYSIS - OMISSIONS - OMISSION _29,TRIAL ANALYSIS - OMISSIONS - OMISSION _30,TRIAL ANALYSIS - TIME _2,TRIAL ANALYSIS - TIME _3,TRIAL ANALYSIS - TIME _4,TRIAL ANALYSIS - TIME _5,TRIAL ANALYSIS - TIME _6,TRIAL ANALYSIS - TIME _7,TRIAL ANALYSIS - TIME _8,TRIAL ANALYSIS - TIME _9,TRIAL ANALYSIS - TIME _10,TRIAL ANALYSIS - TIME _11,TRIAL ANALYSIS - TIME _12,TRIAL ANALYSIS - TIME _13,TRIAL ANALYSIS - TIME _14,TRIAL ANALYSIS - TIME _15,TRIAL ANALYSIS - TIME _16,TRIAL ANALYSIS - TIME _17,TRIAL ANALYSIS - TIME _18,TRIAL ANALYSIS - TIME _19,TRIAL ANALYSIS - TIME _20,TRIAL ANALYSIS - TIME _21,TRIAL ANALYSIS - TIME _22,TRIAL ANALYSIS - TIME _23,TRIAL ANALYSIS - TIME _24,TRIAL ANALYSIS - TIME _25,TRIAL ANALYSIS - TIME _26,TRIAL ANALYSIS - TIME _27,TRIAL ANALYSIS - TIME _28,TRIAL ANALYSIS - TIME _29,TRIAL ANALYSIS - TIME _30,BLANK TOUCH LATENCY _17,BLANK TOUCH LATENCY _18,BLANK TOUCH LATENCY _19,BLANK TOUCH LATENCY _20,BLANK TOUCH LATENCY _21,BLANK TOUCH LATENCY _22,BLANK TOUCH LATENCY _23,BLANK TOUCH LATENCY _24,BLANK TOUCH LATENCY _25,CORRECT REWARD COLLECTION _31
ires43m10,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-18 5:40:51 PM,2.601,117.03,0.876,117.03,111,0,750,6,0,0,0,56,0,47,127.925,1,0,127.925,5.367,5.894,2.822,10.854,13.502,41.591,,,,,,,,,,8.729,23.288,9.6,450.361,20.323,,,,,,,,,,,,,,,,,,,,,,,,,1.129,0.847,1.184,1.047,0.829,,,,,,,,,,,,,,,,,,,,,,,,,8.729,23.288,9.6,450.361,20.323,,,,,,,,,,,,,,,,,,,,,,,,,142.784,171.92,187.704,644.113,670.266,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,142.784,171.92,187.704,644.113,670.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires51m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-17 5:59:34 PM,7.966,40.526,0.915,40.526,165,4,750,27,15,0,9,80,287,40,51.46,1,0,51.46,1.345,4.16,0.263,0.345,1.903,1.071,0.228,0.093,0.805,0.77,1.235,2.856,1.678,2.378,4.398,10.425,10.31,3.459,1.435,5.635,2.971,2.826,1.895,1.789,3.078,0.124,1.011,6.442,1.16,6.95,21.101,92.616,3.001,15.006,12.4,0.549,19.316,12.136,5.137,1.959,50.53,,,,0.647,0.636,0.608,0.651,0.615,1.049,0.693,0.702,0.592,0.752,0.794,0.608,0.642,0.539,0.604,0.89,0.658,1.11,0.853,2.048,0.639,0.612,0.636,1.065,0.697,0.725,,,,10.425,10.31,3.459,1.435,5.635,2.971,2.826,1.895,1.789,3.078,0.124,1.011,6.442,1.16,6.95,21.101,92.616,3.001,15.006,12.4,0.549,19.316,12.136,5.137,1.959,50.53,,,,67.533,83.48,92.547,99.633,110.883,119.903,128.423,136.02,143.402,152.232,158.15,164.77,176.854,183.553,196.108,223.099,321.373,330.485,351.345,370.794,376.982,401.91,419.682,430.884,438.541,494.797,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,67.533,83.48,92.547,99.633,110.883,119.903,128.423,136.02,143.402,152.232,158.15,164.77,176.854,183.553,196.108,223.099,321.373,330.485,351.345,370.794,376.982,401.91,419.682,430.884,438.541,494.797,,,,4.129,2.792,1.346,,,,,,,
ires50m5,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-19 5:31:57 PM,10.512,463.456,0.984,463.456,97,0,750,3,0,0,0,48,134,103,474.458,1,0,474.458,22.938,2.203,,,,,,,,,,,,,,195.988,47.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.377,1.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.988,47.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.824,730.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.824,730.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires48m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-19 5:30:50 PM,1.362,71.723,1.319,71.723,102,0,553.464,30,0,0,1,50,94,38,83.062,1,0,83.062,11.919,20.931,5.04,1.301,1.664,3.121,6.855,6.806,6.647,1.5,4.21,6.213,3.457,2.445,6.322,14.932,18.712,6.953,12.62,26.445,8.397,4.604,42.8,16.255,12.08,8.603,14.78,12.017,6.14,12.521,9.122,9.779,2.951,3.979,5.412,4.451,8.221,3.729,4.068,5.777,6.24,5.416,4.97,2.486,1.245,1.007,1.135,0.964,0.925,1.355,0.96,1.025,1.052,0.958,1.151,1.236,1.379,1.021,0.935,1.139,1.136,1.054,1.069,0.983,1.029,1.061,1.301,0.997,0.933,0.875,0.954,1.12,0.885,14.932,18.712,6.953,12.62,26.445,8.397,4.604,42.8,16.255,12.08,8.603,14.78,12.017,6.14,12.521,9.122,9.779,2.951,3.979,5.412,4.451,8.221,3.729,4.068,5.777,6.24,5.416,4.97,2.486,104.24,128.959,142.048,160.633,193.004,207.757,218.322,267.149,289.458,307.497,322.253,343.27,361.667,373.829,392.287,407.549,423.466,432.473,442.522,453.919,464.4,478.702,488.733,498.8,510.511,522.628,534,545.091,553.464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.24,128.959,142.048,160.633,193.004,207.757,218.322,267.149,289.458,307.497,322.253,343.27,361.667,373.829,392.287,407.549,423.466,432.473,442.522,453.919,464.4,478.702,488.733,498.8,510.511,522.628,534,545.091,553.464,2.944,1.853,,,,,,,,
ires47m7,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-19 5:05:11 PM,8.809,,,,69,0,750,0,0,0,0,31,170,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires48m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-19 5:04:37 PM,27.364,51.765,0.976,51.765,36,9,343.741,30,6,0,8,55,90,37,62.76,1,0,62.76,2.882,6.421,2.387,2.87,2.174,1.309,1.177,6.323,0.117,2.061,0.634,2.679,,,,9.168,11.159,3.075,6.991,0.974,1.905,0.429,2.809,2.209,3.657,2.423,14.845,0.953,5.146,1.724,0.677,5.645,0.583,4.517,0.427,2.489,0.175,4.106,0.589,4.304,3.042,4.901,0.438,1.424,1.19,1.158,0.982,1.147,1.463,1.182,1.543,1.467,1.18,1.203,1.552,1.148,1.429,0.98,0.998,1.163,1.423,1.051,1.128,1.598,0.919,1.335,1.189,0.943,1.172,1.02,1.068,1.229,1.285,9.168,11.159,3.075,6.991,0.974,1.905,0.429,2.809,2.209,3.657,2.423,14.845,0.953,5.146,1.724,0.677,5.645,0.583,4.517,0.427,2.489,0.175,4.106,0.589,4.304,3.042,4.901,0.438,1.424,78.119,95.457,104.515,117.654,125.092,133.179,140.153,149.43,157.82,167.681,176.656,197.649,205.033,216.159,223.882,230.723,242.792,249.427,260.072,267.099,275.509,282.022,292.318,298.851,309.329,318.391,329.362,336.03,343.741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.119,95.457,104.515,117.654,125.092,133.179,140.153,149.43,157.82,167.681,176.656,197.649,205.033,216.159,223.882,230.723,242.792,249.427,260.072,267.099,275.509,282.022,292.318,298.851,309.329,318.391,329.362,336.03,343.741,,,,,,,,,,
ires43m10,3_6       ,m,VGLUT3^ChAT-IRES-flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-19 4:43:56 PM,61.405,423.785,0.965,423.785,123,0,750,3,0,0,0,37,156,38,434.82,1,0,434.82,12.495,10.737,3.872,,,,,,,,,,,,,228.435,19.216,55.65,,,,,,,,,,,,,,,,,,,,,,,,,,,0.954,0.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.435,19.216,55.65,,,,,,,,,,,,,,,,,,,,,,,,,,,669.21,694.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.21,694.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ires51m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-18 6:45:56 PM,9.981,17.901,0.534,17.901,75,16,329.44,30,15,0,13,49,130,44,28.454,1,0,28.454,8.501,0.779,0.111,0.996,0.095,0.41,0.809,0.596,0.638,0.115,0.572,0.444,5.74,0.95,3.179,15.272,10.632,1.292,3.886,0.824,4.965,2.74,5.142,8.738,4.213,2.779,6.187,4.694,2.706,7.818,4.762,8.032,2.069,4.694,7.627,3.16,0.678,9.233,3.992,4.933,0.085,0.855,1.787,1.791,0.68,0.748,0.653,0.721,0.721,0.596,0.821,0.618,0.62,0.901,0.557,0.709,0.949,0.638,0.663,0.671,0.627,0.697,0.875,0.854,0.587,0.558,0.802,0.841,0.757,0.689,0.613,0.664,0.554,15.272,10.632,1.292,3.886,0.824,4.965,2.74,5.142,8.738,4.213,2.779,6.187,4.694,2.706,7.818,4.762,8.032,2.069,4.694,7.627,3.16,0.678,9.233,3.992,4.933,0.085,0.855,1.787,1.791,49.407,65.787,72.732,82.34,88.885,99.447,108.008,118.768,133.127,143.242,151.578,163.475,174.118,182.463,195.944,206.378,220.037,227.804,238.373,251.855,260.602,266.84,281.875,291.709,302.399,308.175,314.643,322.094,329.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.407,65.787,72.732,82.34,88.885,99.447,108.008,118.768,133.127,143.242,151.578,163.475,174.118,182.463,195.944,206.378,220.037,227.804,238.373,251.855,260.602,266.84,281.875,291.709,302.399,308.175,314.643,322.094,329.44,0.262,3.477,1.567,0.443,,,,,,
ires50m5,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-20 5:52:26 PM,0.758,117.456,1.615,117.456,159,0,750,16,0,0,0,59,160,73,129.093,1,0,129.093,3.3,2.705,1.592,0.434,5.36,5.23,3.299,25.636,2.752,2.172,2.378,3.354,0.249,,,16.219,7.796,10.83,14.374,5.217,8.857,68.676,46.392,16.159,169.102,14.277,17.868,30.591,32.841,7.742,64.139,,,,,,,,,,,,,,0.675,0.971,0.845,1.14,0.804,0.88,1.179,0.942,1.225,1.213,0.879,0.764,1.473,0.938,0.887,,,,,,,,,,,,,,,16.219,7.796,10.83,14.374,5.217,8.857,68.676,46.392,16.159,169.102,14.277,17.868,30.591,32.841,7.742,64.139,,,,,,,,,,,,,,150.988,164.756,181.432,201.947,212.969,227.706,302.562,354.897,377.281,552.597,572.754,596.387,633.452,672.232,685.861,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,150.988,164.756,181.432,201.947,212.969,227.706,302.562,354.897,377.281,552.597,572.754,596.387,633.452,672.232,685.861,,,,,,,,,,,,,,,,,,,,,,,,
ires48m9,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-20 5:31:03 PM,14.685,45.433,1.512,45.433,32,0,371.446,30,0,0,1,0,78,39,57.006,1,0,57.006,9.316,3.224,3.562,3.011,2.638,2.091,0.056,,,,,,,,,27.122,12.855,5.536,7.207,5.865,6.533,2.453,9.684,10.556,3.246,1.46,4.227,3.227,3.668,2.228,3.637,0.948,2.088,0.92,2.454,9.941,0.882,0.778,1.033,0.747,0.796,1.726,2.05,1.378,1.36,1.071,1.105,1.156,1.009,0.959,1.139,0.98,1.075,1.116,0.959,1.062,0.94,2.031,0.989,1.082,1.177,1.013,1.08,1.168,1.431,2.163,1.032,1.767,0.908,1.069,1.025,1.331,0.961,27.122,12.855,5.536,7.207,5.865,6.533,2.453,9.684,10.556,3.246,1.46,4.227,3.227,3.668,2.228,3.637,0.948,2.088,0.92,2.454,9.941,0.882,0.778,1.033,0.747,0.796,1.726,2.05,1.378,90.489,109.417,121.059,134.423,146.298,158.792,167.385,183.051,199.684,209.048,216.468,226.759,235.929,246.629,254.848,264.568,271.694,279.796,286.797,295.419,311.792,319.838,326.649,334.45,341.106,347.972,355.724,364.106,371.446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.489,109.417,121.059,134.423,146.298,158.792,167.385,183.051,199.684,209.048,216.468,226.759,235.929,246.629,254.848,264.568,271.694,279.796,286.797,295.419,311.792,319.838,326.649,334.45,341.106,347.972,355.724,364.106,371.446,,,,,,,,,,
ires48m8,3_6       ,m,VGLUT3^flox/flox,VGLUT3^ChAT-IRES-flox/flox,OK_ChATIRESVGLUT3fx_Extinction,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Extinction_Training,,,Extinction Touch - Helena - DP,EXTINCTION TRAIN,30,750,2015-11-20 5:20:53 PM,16.444,37.368,1.184,37.368,21,9,295.992,30,0,0,2,0,81,41,48.574,1,0,48.574,1.329,1.68,0.495,0.298,0.76,1.142,3.445,2.265,0.263,0.271,1.225,1.346,0.674,0.732,,2.705,0.933,0.818,0.681,1.899,3.847,5.76,0.049,1.823,2.323,1.706,1.63,8.911,2.727,1.545,0.674,2.464,1.085,2.505,2.272,1.743,1.53,0.32,1.385,1.84,3.64,0.337,1.227,0.629,0.98,1.124,2.154,1.847,0.943,0.894,1.061,2.061,0.916,1.417,0.831,0.899,1.754,1.094,0.927,1.884,1.613,2.928,2.463,0.88,1.071,1.286,1.512,0.981,3.749,1.105,1.149,1.751,2.083,2.705,0.933,0.818,0.681,1.899,3.847,5.76,0.049,1.823,2.323,1.706,1.63,8.911,2.727,1.545,0.674,2.464,1.085,2.505,2.272,1.743,1.53,0.32,1.385,1.84,3.64,0.337,1.227,0.629,57.261,64.32,72.293,79.823,87.666,97.408,109.231,116.344,124.085,132.827,140.366,147.897,163.564,172.386,179.861,187.421,196.5,205.515,215.485,223.639,231.454,239.272,246.106,253.473,264.065,273.811,280.299,288.279,295.992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.261,64.32,72.293,79.823,87.666,97.408,109.231,116.344,124.085,132.827,140.366,147.897,163.564,172.386,179.861,187.421,196.5,205.515,215.485,223.639,231.454,239.272,246.106,253.473,264.065,273.811,280.299,288.279,295.992,,,,,,,,,,
