AnimalID,Age,Sex,Genotype,Strain,ExpName,Housing,LightCycle,PISiteUser,SessionName,Image,Image_Description,Analysis_Name,Schedule_Name,Max_Number_Trials,Max_Schedule_Time,Date_Time,Stimulus_Duration,AVG_Omissions - Total,AVG_Perseverative Correct - Total,AVG_Perseverative Incorrect - Total,AVG_Premature Responses - Total,AVG_Reward Collection Latency,AVG_Threshold - Accuracy %,AVG_Threshold - Condition,AVG_Threshold - Omission %,AVG_Threshold - Trials,AVG_Trial Analysis - Accuracy%,AVG_Trial Analysis - Correct,AVG_Trial Analysis - Correct Response Latency,AVG_Trial Analysis - Incorrect,AVG_Trial Analysis - Incorrect Response Latency,AVG_Trial Analysis - Omission,AVG_Trial Analysis - Omission%,AVG_Trial Analysis - Premature,AVG_Trial Analysis - Reward Collection Latency,AVG_Trial Analysis - Stimulus Duration
Enf118m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,07/21/15 4:08:50 PM,2000,8,6,,2,1.3942,95.2,1534.714,16,50,95.86808510638298,1,0.9944250000000002,1,3.2224999999999997,1,30.054152199999994,1,1.3942,2
Enf118m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/14/15 3:13:30 PM,4000,12,2,1,4,4.662444444444445,75,3600,50,24,72.73333333333332,1,3.3265555555555557,1,1.8689999999999998,1,68.48180208333333,1,4.662444444444445,4
Enf118m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/25/15 3:40:15 PM,4000,13,7,,4,1.6401875,69.6,3600,36.1,36,75.53225806451611,1,2.7166875,1,1.0704285714285715,1,58.77794805555555,1.3333333333333333,1.6401875,4
Enf118m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/29/15 3:03:40 PM,4000,11,5,,6,1.8896774193548387,79.5,3121.969,22,50,69.90454545454548,1,1.9699032258064517,1,1.9471250000000002,1,35.279134,1.5,1.8896774193548387,4
Enf118m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,06/10/15 3:40:35 PM,4000,10,1,,5,1.4627142857142859,70,2492.883,20,50,70.64583333333331,1,1.842285714285714,1,1.8138333333333332,1,24.838784199999992,1,1.4627142857142859,4
Enf118m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,07/30/15 3:00:08 PM,2000,8,8,8,2,4.780564102564104,92.9,3418.531,16,50,79.35416666666667,1,1.1209487179487179,1,3.8499999999999996,1,24.417939999999998,1,4.780564102564104,2
Enf118m8,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,07/22/15 1:12:01 PM,2000,28,1,,3,1.370857142857143,95.5,2870.071,56,50,95.66511627906978,1,1.425238095238095,1,3.019,1,67.03023639999998,1,1.370857142857143,2
Enf118m8,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_1-5_Var1,50,3600,07/20/15 5:02:47 PM,1500,9,1,,3,1.1285526315789474,92.7,2054.056,18,50,88.88541666666669,1,1.1748947368421052,1,1.9326666666666668,1,30.141245000000005,1,1.1285526315789474,1.5
Enf118m8,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,06/30/15 3:31:53 PM,2000,3,1,,13,1.0766129032258065,88.6,3600,7.9,38,85.2222222222222,1,1.2302903225806452,1,1.53975,1,11.33568571052632,1.3,1.0766129032258065,2
Enf118m8,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,07/10/15 5:18:11 PM,2000,9,9,4,7,1.7661315789473684,92.7,2306.626,18,50,89.23541666666667,1,1.303394736842105,1,2.4386666666666668,1,24.168915399999996,1.4,1.7661315789473684,2
Enf118m8,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/20/15 3:11:03 PM,4000,21,2,,8,1.458095238095238,72.4,3122.721,42,50,68.33913043478263,1,2.534904761904762,1,3.579625,1,45.52291180000002,1,1.458095238095238,4
Enf118m8,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/29/15 3:04:08 PM,4000,20,6,,7,1.7795185185185187,90,2724.95,40,50,85.06875000000001,1,2.20462962962963,1,3.2563333333333326,1,51.35029999999999,1,1.7795185185185187,4
Enf118m8,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,06/10/15 3:40:13 PM,4000,14,2,5,4,2.492,86.1,3278.594,28,50,90.30000000000001,1,1.607774193548387,1,2.6438,1,37.354407399999985,1,2.492,4
Enf118m8,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,06/26/15 3:56:25 PM,4000,9,1,,9,1.1504666666666667,81.1,3600,19.6,46,71.20232558139534,1,1.8565666666666663,1,2.192428571428571,1,25.90111282608695,1,1.1504666666666667,4
Enf121m5,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_06_var1,50,3600,7/13/2015 4:38:48 PM,600,23,7,,4,1.2939999999999998,70.4,1965.942,46,50,73.638,1,1.032,1,2.0725000000000002,1,37.05323224489796,1,1.2939999999999998,0.6000000000000005
Enf121m5,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,7/14/2015 4:37:13 PM,2000,24,17,9,,14.75023076923077,100,3093.888,48,50,100,1,1.2631153846153844,,,1,49.603505600000005,,14.75023076923077,2
Enf121m5,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,6/23/2015 3:14:55 PM,2000,15,5,,6,1.325705882352941,97.1,1628.264,30,50,88.15416666666668,1,1.161441176470588,1,1.441,1,48.209970000000006,1,1.325705882352941,2
Enf121m5,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,6/1/2015 3:55:13 PM,4000,11,,1,6,1.31890625,82.1,3181.643,22,50,67.4354166666667,1,2.6093437500000003,1,2.8681428571428578,1,25.868255200000004,1.5,1.31890625,4
Enf125m2,7_10      ,m,VAChT^flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,7/2/2015 3:53:58 PM,2000,7,5,,7,1.1474857142857142,81.4,1535.306,14,50,79.67800000000003,1,1.0759428571428569,1,2.9845,1,18.695638571428574,1.1666666666666667,1.1474857142857142,2
Enf125m2,7_10      ,m,VAChT^flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,7/17/2015 4:35:56 PM,2000,16,5,,4,1.2477096774193552,91.2,2717.018,32,50,97.30888888888889,1,1.142548387096774,1,3.5673333333333335,1,45.200548200000014,1,1.2477096774193552,2
Enf125m2,7_10      ,m,VAChT^flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,7/28/2015 1:59:08 PM,2000,10,8,2,5,1.0684857142857145,87.5,2578.583,20,50,77.07916666666665,1,1.2487142857142854,1,1.7198,1,31.1313978,1.25,1.0684857142857145,2
Enf125m2,7_10      ,m,VAChT^flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,6/15/2015 2:45:18 PM,4000,3,11,,17,2.962269230769232,78.8,3600,8.3,36,71.04857142857144,1,1.9209615384615388,1,3.3551428571428574,1,16.59589555882353,1.7777777777777777,2.962269230769232,4
Enf125m2,7_10      ,m,VAChT^flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_1-5_Var1,50,3600,7/31/2015 2:21:48 PM,1500,26,3,1,,1.1622999999999999,83.3,2217.18,52,50,68.02083333333337,1,1.0870952380952383,1,2.445,1,55.87060489795918,,1.1622999999999999,1.5
Enf125m2,7_10      ,m,VAChT^flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_08_var1,50,3600,8/14/2015 2:24:00 PM,800,12,4,,1,1.2822857142857145,77.8,3600,57.1,21,79.23571428571428,1,1.1489999999999998,1,1.5285,1,81.64269761904761,,1.2822857142857145,0.8000000000000002
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Training,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,07/29/15 14:59:14,2000,11,21,,4,1.4634864864864867,94.9,1584.103,22,50,97.78571428571429,1,1.1944864864864864,1,4.1015,1,33.194404799999994,1,1.4634864864864867,2
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Probe,,,Cam Mouse5C Touch Var1,5CSRTT_800ms_var1,50,3600,07/28/15 13:56:52,800,23,13,,3,1.3666956521739129,85.2,1895.561,46,50,90.2382978723404,1,1.041086956521739,1,1.86825,1,56.248527599999996,1.5,1.3666956521739129,0.7999999999999997
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,07/09/15 16:33:10,2000,11,24,3,,2.256891891891892,94.9,1754.559,22,50,95.96382978723405,1,1.409297297297298,1,4.6935,1,30.842679599999997,,2.256891891891892,2
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,07/20/15 16:41:54,2000,7,20,,2,1.1808604651162788,100,1386.531,14,50,100,1,1.3536511627906982,,,1,25.470991200000004,1,1.1808604651162788,2
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/14/15 15:47:16,4000,10,12,3,14,2.1421935483870973,77.5,2436.329,20,50,69.836,1,2.602483870967742,1,3.2827777777777776,1,16.968960000000003,1.2727272727272727,2.1421935483870973,4
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/25/15 15:52:26,4000,28,8,,3,1.9284705882352942,77.3,2402.194,56,50,65.55897435897438,1,2.083470588235294,1,5.7616,1,60.09776836734694,1,1.9284705882352942,4
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,06/03/15 16:06:20,4000,6,20,1,1,1.5886285714285715,79.5,1950.781,12,50,84.7936170212766,1,1.5691714285714284,1,2.3738888888888887,1,27.1981436,1,1.5886285714285715,4
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,06/19/15 14:51:33,4000,18,10,1,1,1.971444444444444,84.4,3289.163,36,50,82.81250000000001,1,1.8734444444444447,1,2.0658000000000003,1,50.91777979999999,1,1.971444444444444,4
Enf121m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,06/30/15 15:11:57,4000,3,13,1,4,1.5233076923076925,83,1820.337,6,50,88.25102040816328,1,1.775692307692308,1,3.4233749999999996,1,17.634964240000002,1.3333333333333333,1.5233076923076925,4
Enf126m2,7_10      ,m,VAChT^flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,07/15/15 16:58:45,2000,20,1,,4,1.0887272727272728,73.3,1997.23,40,50,68.12954545454548,1,1.2128636363636363,1,2.659125,1,48.634376200000005,1.3333333333333333,1.0887272727272728,2
Enf126m2,7_10      ,m,VAChT^flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/20/15 15:50:26,4000,15,6,5,6,2.724166666666666,85.7,2864.707,30,50,91.48163265306125,1,1.7750645161290326,1,4.2522,1,33.8502504,1.2,2.724166666666666,4
Enf116m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,06/11/15 2:33:40 PM,2000,12,4,,3,1.6441199999999996,92.6,3600,30.8,39,78.8421052631579,1,1.4052000000000004,1,1.5394999999999999,1,28.31874972222222,1,1.6441199999999996,2
Enf116m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,06/15/15 2:04:24 PM,2000,20,2,,2,1.7639166666666668,80,2712.204,40,50,69.19787234042552,1,1.5452083333333333,1,2.4658333333333338,1,29.19748323913044,1,1.7639166666666668,2
Enf116m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,06/17/15 1:21:34 PM,2000,5,,,1,,,3600,83.3,6,,,,1,3.75,1,75.83333333333333,1,,2
Enf116m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,06/24/15 2:51:32 PM,2000,5,1,2,1,2.624210526315789,82.6,3600,17.9,28,63.98571428571429,1,1.3816315789473685,1,2.1345,1,17.98538631818182,1,2.624210526315789,2
Enf116m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_2s_Var1,50,3600,06/26/15 3:22:08 PM,2000,7,13,1,1,2.297560975609756,95.3,2780.83,14,50,93.56600000000002,1,1.3218292682926833,1,4.7655,1,11.336179166666666,1,2.297560975609756,2
Enf116m6,7_10      ,m, VAChT^En1-Cre-flox/flox,VAChT^En1-Cre-flox/flox,OK_En1CreVAChTfx_5Choice,Single-housed,Diurnal light cycle,Dr. Marco Prado - Robarts Research Institute - Ornela-Kljakic,Intra_Probe,,,Cam Mouse5C Touch Var1,5CSRTT_4s_Var1,50,3600,05/25/15 3:09:07 PM,4000,6,3,,5,1.4633513513513514,86,3600,12.2,49,81.57708333333335,1,1.8237837837837843,1,1.9263333333333332,1,10.5938526,1.25,1.4633513513513514,4
